,Date,Value,Days
0,1970-01-01,35.2,0
1,1970-04-01,35.1,90
2,1970-07-01,35.4,181
3,1970-10-01,36.2,273
4,1971-01-01,37.4,365
5,1971-04-01,38.9,455
6,1971-07-01,40.1,546
7,1971-10-01,42.0,638
8,1972-01-03,43.5,732
9,1972-04-03,48.3,823
10,1972-07-03,62.1,914
11,1972-10-02,65.5,1005
12,1973-01-01,63.9,1096
13,1973-04-02,84.4,1187
14,1973-07-02,120.1,1278
15,1973-10-01,103.0,1369
16,1974-01-01,106.7,1461
17,1974-04-01,168.4,1551
18,1974-07-01,154.1,1642
19,1974-10-01,151.8,1734
20,1975-01-01,183.9,1826
21,1975-04-01,177.3,1916
22,1975-07-01,166.5,2007
23,1975-10-01,143.5,2099
24,1976-01-01,140.3,2191
25,1976-04-01,129.2,2282
26,1976-07-01,122.9,2373
27,1976-10-01,116.0,2465
28,1977-01-03,134.5,2559
29,1977-04-01,148.3,2647
30,1977-07-01,142.6,2738
31,1977-10-03,155.5,2832
32,1978-01-02,165.0,2923
33,1978-04-03,183.4,3014
34,1978-07-03,183.3,3105
35,1978-10-02,217.1,3196
36,1978-12-29,226.0,3284
37,1979-01-01,226.0,3287
38,1979-01-02,226.8,3288
39,1979-01-03,218.6,3289
40,1979-01-04,223.15,3290
41,1979-01-05,225.5,3291
42,1979-01-08,223.1,3294
43,1979-01-09,224.0,3295
44,1979-01-10,220.7,3296
45,1979-01-11,220.65,3297
46,1979-01-12,217.6,3298
47,1979-01-15,216.85,3301
48,1979-01-16,220.65,3302
49,1979-01-17,227.25,3303
50,1979-01-18,231.75,3304
51,1979-01-19,230.55,3305
52,1979-01-22,235.0,3308
53,1979-01-23,230.0,3309
54,1979-01-24,236.1,3310
55,1979-01-25,233.85,3311
56,1979-01-26,235.45,3312
57,1979-01-29,235.2,3315
58,1979-01-30,233.5,3316
59,1979-01-31,233.7,3317
60,1979-02-01,229.35,3318
61,1979-02-02,230.3,3319
62,1979-02-05,243.1,3322
63,1979-02-06,244.5,3323
64,1979-02-07,251.6,3324
65,1979-02-08,250.5,3325
66,1979-02-09,246.75,3326
67,1979-02-12,244.25,3329
68,1979-02-13,240.6,3330
69,1979-02-14,240.65,3331
70,1979-02-15,247.75,3332
71,1979-02-16,247.05,3333
72,1979-02-19,248.1,3336
73,1979-02-20,247.0,3337
74,1979-02-21,250.75,3338
75,1979-02-22,252.35,3339
76,1979-02-23,251.0,3340
77,1979-02-26,248.6,3343
78,1979-02-27,247.9,3344
79,1979-02-28,251.3,3345
80,1979-03-01,248.8,3346
81,1979-03-02,248.0,3347
82,1979-03-05,238.15,3350
83,1979-03-06,239.75,3351
84,1979-03-07,242.25,3352
85,1979-03-08,239.2,3353
86,1979-03-09,241.0,3354
87,1979-03-12,240.0,3357
88,1979-03-13,239.1,3358
89,1979-03-14,239.5,3359
90,1979-03-15,240.1,3360
91,1979-03-16,244.0,3361
92,1979-03-19,242.25,3364
93,1979-03-20,242.1,3365
94,1979-03-21,239.9,3366
95,1979-03-22,242.85,3367
96,1979-03-23,242.5,3368
97,1979-03-26,245.25,3371
98,1979-03-27,244.35,3372
99,1979-03-28,244.4,3373
100,1979-03-29,241.5,3374
101,1979-03-30,240.1,3375
102,1979-04-02,239.7,3378
103,1979-04-03,240.0,3379
104,1979-04-04,239.75,3380
105,1979-04-05,240.65,3381
106,1979-04-06,239.75,3382
107,1979-04-09,240.2,3385
108,1979-04-10,239.75,3386
109,1979-04-11,238.35,3387
110,1979-04-12,233.95,3388
111,1979-04-13,233.95,3389
112,1979-04-16,233.95,3392
113,1979-04-17,231.9,3393
114,1979-04-18,233.2,3394
115,1979-04-19,240.9,3395
116,1979-04-20,236.4,3396
117,1979-04-23,236.85,3399
118,1979-04-24,239.7,3400
119,1979-04-25,241.8,3401
120,1979-04-26,242.2,3402
121,1979-04-27,243.7,3403
122,1979-04-30,245.3,3406
123,1979-05-01,247.3,3407
124,1979-05-02,246.3,3408
125,1979-05-03,246.5,3409
126,1979-05-04,248.45,3410
127,1979-05-07,248.45,3413
128,1979-05-08,248.95,3414
129,1979-05-09,247.95,3415
130,1979-05-10,252.25,3416
131,1979-05-11,251.5,3417
132,1979-05-14,251.0,3420
133,1979-05-15,255.5,3421
134,1979-05-16,256.5,3422
135,1979-05-17,256.8,3423
136,1979-05-18,256.4,3424
137,1979-05-21,262.0,3427
138,1979-05-22,265.4,3428
139,1979-05-23,264.15,3429
140,1979-05-24,263.75,3430
141,1979-05-25,270.6,3431
142,1979-05-28,270.6,3434
143,1979-05-29,273.8,3435
144,1979-05-30,270.25,3436
145,1979-05-31,274.6,3437
146,1979-06-01,275.1,3438
147,1979-06-04,272.9,3441
148,1979-06-05,274.75,3442
149,1979-06-06,280.0,3443
150,1979-06-07,276.05,3444
151,1979-06-08,280.0,3445
152,1979-06-11,282.35,3448
153,1979-06-12,277.75,3449
154,1979-06-13,276.6,3450
155,1979-06-14,279.0,3451
156,1979-06-15,280.0,3452
157,1979-06-18,278.0,3455
158,1979-06-19,280.3,3456
159,1979-06-20,281.35,3457
160,1979-06-21,282.3,3458
161,1979-06-22,283.45,3459
162,1979-06-25,283.85,3462
163,1979-06-26,281.45,3463
164,1979-06-27,281.8,3464
165,1979-06-28,275.9,3465
166,1979-06-29,277.5,3466
167,1979-07-02,282.5,3469
168,1979-07-03,281.35,3470
169,1979-07-04,283.5,3471
170,1979-07-05,288.25,3472
171,1979-07-06,290.25,3473
172,1979-07-09,287.85,3476
173,1979-07-10,290.5,3477
174,1979-07-11,290.3,3478
175,1979-07-12,290.75,3479
176,1979-07-13,287.45,3480
177,1979-07-16,292.8,3483
178,1979-07-17,296.3,3484
179,1979-07-18,302.15,3485
180,1979-07-19,299.15,3486
181,1979-07-20,298.75,3487
182,1979-07-23,304.9,3490
183,1979-07-24,305.25,3491
184,1979-07-25,303.35,3492
185,1979-07-26,305.2,3493
186,1979-07-27,305.8,3494
187,1979-07-30,301.4,3497
188,1979-07-31,296.45,3498
189,1979-08-01,290.1,3499
190,1979-08-02,291.5,3500
191,1979-08-03,286.5,3501
192,1979-08-06,282.7,3504
193,1979-08-07,285.1,3505
194,1979-08-08,289.0,3506
195,1979-08-09,297.1,3507
196,1979-08-10,303.75,3508
197,1979-08-13,298.75,3511
198,1979-08-14,292.0,3512
199,1979-08-15,301.85,3513
200,1979-08-16,297.85,3514
201,1979-08-17,300.55,3515
202,1979-08-20,298.75,3518
203,1979-08-21,300.5,3519
204,1979-08-22,311.0,3520
205,1979-08-23,310.05,3521
206,1979-08-24,314.75,3522
207,1979-08-27,314.75,3525
208,1979-08-28,316.75,3526
209,1979-08-29,315.2,3527
210,1979-08-30,319.15,3528
211,1979-08-31,315.1,3529
212,1979-09-03,322.9,3532
213,1979-09-04,325.0,3533
214,1979-09-05,329.0,3534
215,1979-09-06,335.5,3535
216,1979-09-07,329.15,3536
217,1979-09-10,336.3,3539
218,1979-09-11,339.5,3540
219,1979-09-12,337.1,3541
220,1979-09-13,332.95,3542
221,1979-09-14,345.8,3543
222,1979-09-17,351.75,3546
223,1979-09-18,375.75,3547
224,1979-09-19,369.0,3548
225,1979-09-20,380.0,3549
226,1979-09-21,369.0,3550
227,1979-09-24,380.4,3553
228,1979-09-25,376.7,3554
229,1979-09-26,373.75,3555
230,1979-09-27,395.5,3556
231,1979-09-28,397.25,3557
232,1979-10-01,414.75,3560
233,1979-10-02,426.0,3561
234,1979-10-03,402.0,3562
235,1979-10-04,384.0,3563
236,1979-10-05,385.0,3564
237,1979-10-08,372.0,3567
238,1979-10-09,385.8,3568
239,1979-10-10,413.0,3569
240,1979-10-11,401.5,3570
241,1979-10-12,395.0,3571
242,1979-10-15,402.9,3574
243,1979-10-16,394.25,3575
244,1979-10-17,386.0,3576
245,1979-10-18,380.5,3577
246,1979-10-19,393.0,3578
247,1979-10-22,392.0,3581
248,1979-10-23,385.0,3582
249,1979-10-24,395.0,3583
250,1979-10-25,391.8,3584
251,1979-10-26,375.0,3585
252,1979-10-29,374.0,3588
253,1979-10-30,377.6,3589
254,1979-10-31,382.0,3590
255,1979-11-01,378.5,3591
256,1979-11-02,372.8,3592
257,1979-11-05,381.0,3595
258,1979-11-06,384.3,3596
259,1979-11-07,395.0,3597
260,1979-11-08,389.5,3598
261,1979-11-09,389.5,3599
262,1979-11-12,393.25,3602
263,1979-11-13,387.2,3603
264,1979-11-14,390.0,3604
265,1979-11-15,386.0,3605
266,1979-11-16,390.35,3606
267,1979-11-19,389.85,3609
268,1979-11-20,387.75,3610
269,1979-11-21,396.15,3611
270,1979-11-22,393.15,3612
271,1979-11-23,392.0,3613
272,1979-11-26,395.25,3616
273,1979-11-27,393.75,3617
274,1979-11-28,411.2,3618
275,1979-11-29,411.7,3619
276,1979-11-30,415.65,3620
277,1979-12-03,428.75,3623
278,1979-12-04,431.2,3624
279,1979-12-05,426.4,3625
280,1979-12-06,433.75,3626
281,1979-12-07,430.4,3627
282,1979-12-10,431.15,3630
283,1979-12-11,445.5,3631
284,1979-12-12,446.25,3632
285,1979-12-13,458.8,3633
286,1979-12-14,456.8,3634
287,1979-12-17,469.5,3637
288,1979-12-18,477.75,3638
289,1979-12-19,488.5,3639
290,1979-12-20,471.5,3640
291,1979-12-21,473.1,3641
292,1979-12-24,473.1,3644
293,1979-12-25,473.1,3645
294,1979-12-26,473.1,3646
295,1979-12-27,473.1,3647
296,1979-12-28,512.0,3648
297,1979-12-31,512.0,3651
298,1980-01-01,512.0,3652
299,1980-01-02,559.5,3653
300,1980-01-03,634.0,3654
301,1980-01-04,588.0,3655
302,1980-01-07,633.5,3658
303,1980-01-08,610.0,3659
304,1980-01-09,607.2,3660
305,1980-01-10,602.85,3661
306,1980-01-11,623.0,3662
307,1980-01-14,660.0,3665
308,1980-01-15,684.0,3666
309,1980-01-16,760.0,3667
310,1980-01-17,750.0,3668
311,1980-01-18,835.0,3669
312,1980-01-21,850.0,3672
313,1980-01-22,737.5,3673
314,1980-01-23,695.0,3674
315,1980-01-24,717.0,3675
316,1980-01-25,668.0,3676
317,1980-01-28,624.0,3679
318,1980-01-29,674.25,3680
319,1980-01-30,691.0,3681
320,1980-01-31,653.0,3682
321,1980-02-01,676.5,3683
322,1980-02-04,669.75,3686
323,1980-02-05,682.0,3687
324,1980-02-06,709.0,3688
325,1980-02-07,699.25,3689
326,1980-02-08,692.0,3690
327,1980-02-11,710.5,3693
328,1980-02-12,694.5,3694
329,1980-02-13,696.75,3695
330,1980-02-14,682.0,3696
331,1980-02-15,667.0,3697
332,1980-02-18,661.5,3700
333,1980-02-19,652.25,3701
334,1980-02-20,606.0,3702
335,1980-02-21,665.0,3703
336,1980-02-22,630.0,3704
337,1980-02-25,616.5,3707
338,1980-02-26,642.25,3708
339,1980-02-27,636.0,3709
340,1980-02-28,646.0,3710
341,1980-02-29,637.0,3711
342,1980-03-03,633.75,3714
343,1980-03-04,631.25,3715
344,1980-03-05,643.5,3716
345,1980-03-06,626.0,3717
346,1980-03-07,609.0,3718
347,1980-03-10,585.0,3721
348,1980-03-11,570.25,3722
349,1980-03-12,585.7,3723
350,1980-03-13,556.5,3724
351,1980-03-14,523.0,3725
352,1980-03-17,484.0,3728
353,1980-03-18,481.5,3729
354,1980-03-19,527.0,3730
355,1980-03-20,561.0,3731
356,1980-03-21,525.0,3732
357,1980-03-24,558.25,3735
358,1980-03-25,547.25,3736
359,1980-03-26,507.5,3737
360,1980-03-27,485.25,3738
361,1980-03-28,490.0,3739
362,1980-03-31,494.5,3742
363,1980-04-01,509.5,3743
364,1980-04-02,500.5,3744
365,1980-04-03,485.75,3745
366,1980-04-04,485.75,3746
367,1980-04-07,485.75,3749
368,1980-04-08,528.0,3750
369,1980-04-09,554.0,3751
370,1980-04-10,526.0,3752
371,1980-04-11,530.5,3753
372,1980-04-14,529.75,3756
373,1980-04-15,497.5,3757
374,1980-04-16,520.0,3758
375,1980-04-17,513.0,3759
376,1980-04-18,515.6,3760
377,1980-04-21,506.0,3763
378,1980-04-22,502.4,3764
379,1980-04-23,506.5,3765
380,1980-04-24,515.7,3766
381,1980-04-25,551.5,3767
382,1980-04-28,524.25,3770
383,1980-04-29,513.75,3771
384,1980-04-30,518.0,3772
385,1980-05-01,490.0,3773
386,1980-05-02,512.5,3774
387,1980-05-05,512.5,3777
388,1980-05-06,512.5,3778
389,1980-05-07,510.0,3779
390,1980-05-08,515.75,3780
391,1980-05-09,508.25,3781
392,1980-05-12,513.25,3784
393,1980-05-13,512.0,3785
394,1980-05-14,525.0,3786
395,1980-05-15,517.0,3787
396,1980-05-16,516.5,3788
397,1980-05-19,513.75,3791
398,1980-05-20,507.75,3792
399,1980-05-21,513.5,3793
400,1980-05-22,501.0,3794
401,1980-05-23,511.25,3795
402,1980-05-26,511.25,3798
403,1980-05-27,514.8,3799
404,1980-05-28,526.5,3800
405,1980-05-29,519.6,3801
406,1980-05-30,535.5,3802
407,1980-06-02,561.5,3805
408,1980-06-03,552.5,3806
409,1980-06-04,571.5,3807
410,1980-06-05,581.75,3808
411,1980-06-06,597.0,3809
412,1980-06-09,623.75,3812
413,1980-06-10,604.0,3813
414,1980-06-11,596.0,3814
415,1980-06-12,590.0,3815
416,1980-06-13,608.4,3816
417,1980-06-16,595.0,3819
418,1980-06-17,591.75,3820
419,1980-06-18,602.5,3821
420,1980-06-19,599.0,3822
421,1980-06-20,602.9,3823
422,1980-06-23,596.5,3826
423,1980-06-24,603.0,3827
424,1980-06-25,622.5,3828
425,1980-06-26,624.5,3829
426,1980-06-27,637.5,3830
427,1980-06-30,653.5,3833
428,1980-07-01,660.0,3834
429,1980-07-02,661.5,3835
430,1980-07-03,663.5,3836
431,1980-07-04,666.5,3837
432,1980-07-07,667.5,3840
433,1980-07-08,687.5,3841
434,1980-07-09,671.0,3842
435,1980-07-10,656.5,3843
436,1980-07-11,667.0,3844
437,1980-07-14,650.0,3847
438,1980-07-15,619.5,3848
439,1980-07-16,624.75,3849
440,1980-07-17,627.25,3850
441,1980-07-18,606.0,3851
442,1980-07-21,617.5,3854
443,1980-07-22,613.0,3855
444,1980-07-23,631.25,3856
445,1980-07-24,643.0,3857
446,1980-07-25,651.75,3858
447,1980-07-28,643.5,3861
448,1980-07-29,646.75,3862
449,1980-07-30,629.0,3863
450,1980-07-31,614.25,3864
451,1980-08-01,622.0,3865
452,1980-08-04,630.75,3868
453,1980-08-05,630.5,3869
454,1980-08-06,627.75,3870
455,1980-08-07,629.5,3871
456,1980-08-08,630.0,3872
457,1980-08-11,617.0,3875
458,1980-08-12,605.0,3876
459,1980-08-13,615.25,3877
460,1980-08-14,626.0,3878
461,1980-08-15,624.5,3879
462,1980-08-18,612.25,3882
463,1980-08-19,624.0,3883
464,1980-08-20,634.75,3884
465,1980-08-21,645.25,3885
466,1980-08-22,639.2,3886
467,1980-08-25,639.2,3889
468,1980-08-26,628.85,3890
469,1980-08-27,633.85,3891
470,1980-08-28,635.3,3892
471,1980-08-29,631.25,3893
472,1980-09-01,628.75,3896
473,1980-09-02,640.0,3897
474,1980-09-03,636.75,3898
475,1980-09-04,647.25,3899
476,1980-09-05,651.0,3900
477,1980-09-08,672.0,3903
478,1980-09-09,670.5,3904
479,1980-09-10,686.5,3905
480,1980-09-11,674.0,3906
481,1980-09-12,685.5,3907
482,1980-09-15,666.5,3910
483,1980-09-16,668.0,3911
484,1980-09-17,673.0,3912
485,1980-09-18,672.0,3913
486,1980-09-19,674.0,3914
487,1980-09-22,710.0,3917
488,1980-09-23,711.0,3918
489,1980-09-24,710.5,3919
490,1980-09-25,697.75,3920
491,1980-09-26,698.75,3921
492,1980-09-29,679.25,3924
493,1980-09-30,666.75,3925
494,1980-10-01,682.0,3926
495,1980-10-02,665.75,3927
496,1980-10-03,660.5,3928
497,1980-10-06,675.5,3931
498,1980-10-07,678.15,3932
499,1980-10-08,677.0,3933
500,1980-10-09,690.0,3934
501,1980-10-10,685.25,3935
502,1980-10-13,679.75,3938
503,1980-10-14,668.5,3939
504,1980-10-15,678.0,3940
505,1980-10-16,674.0,3941
506,1980-10-17,670.5,3942
507,1980-10-20,657.0,3945
508,1980-10-21,652.5,3946
509,1980-10-22,660.0,3947
510,1980-10-23,634.5,3948
511,1980-10-24,633.0,3949
512,1980-10-27,637.25,3952
513,1980-10-28,631.75,3953
514,1980-10-29,644.0,3954
515,1980-10-30,642.5,3955
516,1980-10-31,629.0,3956
517,1980-11-03,640.5,3959
518,1980-11-04,646.0,3960
519,1980-11-05,652.0,3961
520,1980-11-06,632.0,3962
521,1980-11-07,596.0,3963
522,1980-11-10,612.5,3966
523,1980-11-11,598.5,3967
524,1980-11-12,619.5,3968
525,1980-11-13,622.0,3969
526,1980-11-14,612.5,3970
527,1980-11-17,611.75,3973
528,1980-11-18,619.0,3974
529,1980-11-19,629.75,3975
530,1980-11-20,630.5,3976
531,1980-11-21,634.75,3977
532,1980-11-24,631.0,3980
533,1980-11-25,616.25,3981
534,1980-11-26,623.0,3982
535,1980-11-27,622.0,3983
536,1980-11-28,619.75,3984
537,1980-12-01,635.0,3987
538,1980-12-02,627.0,3988
539,1980-12-03,627.25,3989
540,1980-12-04,631.5,3990
541,1980-12-05,617.0,3991
542,1980-12-08,617.25,3994
543,1980-12-09,604.0,3995
544,1980-12-10,579.0,3996
545,1980-12-11,558.0,3997
546,1980-12-12,562.75,3998
547,1980-12-15,579.0,4001
548,1980-12-16,561.0,4002
549,1980-12-17,575.5,4003
550,1980-12-18,573.5,4004
551,1980-12-19,575.0,4005
552,1980-12-22,594.75,4008
553,1980-12-23,602.5,4009
554,1980-12-24,602.5,4010
555,1980-12-25,602.5,4011
556,1980-12-26,602.5,4012
557,1980-12-29,593.75,4015
558,1980-12-30,589.75,4016
559,1980-12-31,589.75,4017
560,1981-01-01,589.75,4018
561,1981-01-02,589.75,4019
562,1981-01-05,597.5,4022
563,1981-01-06,599.25,4023
564,1981-01-07,585.0,4024
565,1981-01-08,574.75,4025
566,1981-01-09,577.75,4026
567,1981-01-12,562.0,4029
568,1981-01-13,562.75,4030
569,1981-01-14,556.5,4031
570,1981-01-15,571.5,4032
571,1981-01-16,560.75,4033
572,1981-01-19,566.75,4036
573,1981-01-20,562.0,4037
574,1981-01-21,578.0,4038
575,1981-01-22,564.0,4039
576,1981-01-23,553.0,4040
577,1981-01-26,528.5,4043
578,1981-01-27,524.0,4044
579,1981-01-28,523.5,4045
580,1981-01-29,493.75,4046
581,1981-01-30,506.5,4047
582,1981-02-02,493.5,4050
583,1981-02-03,486.25,4051
584,1981-02-04,505.0,4052
585,1981-02-05,498.5,4053
586,1981-02-06,500.5,4054
587,1981-02-09,512.5,4057
588,1981-02-10,519.5,4058
589,1981-02-11,501.0,4059
590,1981-02-12,490.25,4060
591,1981-02-13,491.5,4061
592,1981-02-16,490.25,4064
593,1981-02-17,500.75,4065
594,1981-02-18,505.0,4066
595,1981-02-19,503.25,4067
596,1981-02-20,511.5,4068
597,1981-02-23,501.5,4071
598,1981-02-24,503.0,4072
599,1981-02-25,500.5,4073
600,1981-02-26,492.0,4074
601,1981-02-27,489.0,4075
602,1981-03-02,465.5,4078
603,1981-03-03,471.0,4079
604,1981-03-04,465.5,4080
605,1981-03-05,461.5,4081
606,1981-03-06,467.0,4082
607,1981-03-09,474.25,4085
608,1981-03-10,487.25,4086
609,1981-03-11,476.25,4087
610,1981-03-12,478.0,4088
611,1981-03-13,492.0,4089
612,1981-03-16,499.75,4092
613,1981-03-17,493.25,4093
614,1981-03-18,506.0,4094
615,1981-03-19,510.0,4095
616,1981-03-20,516.75,4096
617,1981-03-23,526.0,4099
618,1981-03-24,536.25,4100
619,1981-03-25,528.0,4101
620,1981-03-26,539.5,4102
621,1981-03-27,538.75,4103
622,1981-03-30,526.5,4106
623,1981-03-31,513.75,4107
624,1981-04-01,514.25,4108
625,1981-04-02,519.5,4109
626,1981-04-03,523.0,4110
627,1981-04-06,533.75,4113
628,1981-04-07,514.25,4114
629,1981-04-08,508.5,4115
630,1981-04-09,503.0,4116
631,1981-04-10,493.5,4117
632,1981-04-13,473.75,4120
633,1981-04-14,483.0,4121
634,1981-04-15,476.25,4122
635,1981-04-16,482.5,4123
636,1981-04-17,482.5,4124
637,1981-04-20,482.5,4127
638,1981-04-21,481.0,4128
639,1981-04-22,501.0,4129
640,1981-04-23,488.5,4130
641,1981-04-24,494.5,4131
642,1981-04-27,483.0,4134
643,1981-04-28,482.75,4135
644,1981-04-29,477.25,4136
645,1981-04-30,482.75,4137
646,1981-05-01,487.5,4138
647,1981-05-04,487.5,4141
648,1981-05-05,476.25,4142
649,1981-05-06,482.0,4143
650,1981-05-07,477.75,4144
651,1981-05-08,485.75,4145
652,1981-05-11,493.0,4148
653,1981-05-12,484.0,4149
654,1981-05-13,484.25,4150
655,1981-05-14,476.5,4151
656,1981-05-15,485.0,4152
657,1981-05-18,481.75,4155
658,1981-05-19,481.5,4156
659,1981-05-20,479.75,4157
660,1981-05-21,475.0,4158
661,1981-05-22,472.75,4159
662,1981-05-25,472.75,4162
663,1981-05-26,466.5,4163
664,1981-05-27,466.75,4164
665,1981-05-28,479.0,4165
666,1981-05-29,479.25,4166
667,1981-06-01,483.25,4169
668,1981-06-02,474.0,4170
669,1981-06-03,475.5,4171
670,1981-06-04,462.5,4172
671,1981-06-05,460.0,4173
672,1981-06-08,473.5,4176
673,1981-06-09,460.5,4177
674,1981-06-10,465.25,4178
675,1981-06-11,464.25,4179
676,1981-06-12,472.0,4180
677,1981-06-15,471.75,4183
678,1981-06-16,461.5,4184
679,1981-06-17,461.75,4185
680,1981-06-18,459.0,4186
681,1981-06-19,458.25,4187
682,1981-06-22,462.0,4190
683,1981-06-23,466.5,4191
684,1981-06-24,462.0,4192
685,1981-06-25,446.5,4193
686,1981-06-26,442.0,4194
687,1981-06-29,428.75,4197
688,1981-06-30,426.0,4198
689,1981-07-01,422.0,4199
690,1981-07-02,414.5,4200
691,1981-07-03,414.0,4201
692,1981-07-06,403.75,4204
693,1981-07-07,405.0,4205
694,1981-07-08,397.75,4206
695,1981-07-09,406.25,4207
696,1981-07-10,416.5,4208
697,1981-07-13,413.0,4211
698,1981-07-14,402.25,4212
699,1981-07-15,412.25,4213
700,1981-07-16,418.25,4214
701,1981-07-17,415.0,4215
702,1981-07-20,412.5,4218
703,1981-07-21,406.0,4219
704,1981-07-22,411.5,4220
705,1981-07-23,407.75,4221
706,1981-07-24,407.5,4222
707,1981-07-27,408.75,4225
708,1981-07-28,401.5,4226
709,1981-07-29,401.5,4227
710,1981-07-30,402.25,4228
711,1981-07-31,406.0,4229
712,1981-08-03,392.5,4232
713,1981-08-04,391.25,4233
714,1981-08-05,392.4,4234
715,1981-08-06,393.25,4235
716,1981-08-07,397.25,4236
717,1981-08-10,393.75,4239
718,1981-08-11,401.0,4240
719,1981-08-12,417.5,4241
720,1981-08-13,407.25,4242
721,1981-08-14,413.0,4243
722,1981-08-17,411.5,4246
723,1981-08-18,420.0,4247
724,1981-08-19,431.5,4248
725,1981-08-20,429.0,4249
726,1981-08-21,429.5,4250
727,1981-08-24,422.0,4253
728,1981-08-25,409.75,4254
729,1981-08-26,414.0,4255
730,1981-08-27,411.75,4256
731,1981-08-28,425.0,4257
732,1981-08-31,425.0,4260
733,1981-09-01,421.5,4261
734,1981-09-02,430.0,4262
735,1981-09-03,436.5,4263
736,1981-09-04,439.5,4264
737,1981-09-07,436.5,4267
738,1981-09-08,439.0,4268
739,1981-09-09,436.75,4269
740,1981-09-10,451.5,4270
741,1981-09-11,448.25,4271
742,1981-09-14,451.25,4274
743,1981-09-15,456.0,4275
744,1981-09-16,449.0,4276
745,1981-09-17,459.0,4277
746,1981-09-18,447.0,4278
747,1981-09-21,463.5,4281
748,1981-09-22,462.0,4282
749,1981-09-23,456.5,4283
750,1981-09-24,446.25,4284
751,1981-09-25,450.5,4285
752,1981-09-28,421.5,4288
753,1981-09-29,431.75,4289
754,1981-09-30,428.75,4290
755,1981-10-01,436.75,4291
756,1981-10-02,435.0,4292
757,1981-10-05,441.25,4295
758,1981-10-06,443.0,4296
759,1981-10-07,445.5,4297
760,1981-10-08,443.25,4298
761,1981-10-09,453.5,4299
762,1981-10-12,449.5,4302
763,1981-10-13,443.25,4303
764,1981-10-14,444.25,4304
765,1981-10-15,446.65,4305
766,1981-10-16,443.75,4306
767,1981-10-19,436.7,4309
768,1981-10-20,437.3,4310
769,1981-10-21,429.0,4311
770,1981-10-22,433.75,4312
771,1981-10-23,432.5,4313
772,1981-10-26,426.0,4316
773,1981-10-27,427.4,4317
774,1981-10-28,430.8,4318
775,1981-10-29,424.5,4319
776,1981-10-30,427.0,4320
777,1981-11-02,430.0,4323
778,1981-11-03,428.25,4324
779,1981-11-04,431.25,4325
780,1981-11-05,428.5,4326
781,1981-11-06,428.25,4327
782,1981-11-09,429.75,4330
783,1981-11-10,418.5,4331
784,1981-11-11,412.0,4332
785,1981-11-12,411.5,4333
786,1981-11-13,412.5,4334
787,1981-11-16,404.25,4337
788,1981-11-17,398.75,4338
789,1981-11-18,403.75,4339
790,1981-11-19,401.0,4340
791,1981-11-20,401.5,4341
792,1981-11-23,396.75,4344
793,1981-11-24,399.25,4345
794,1981-11-25,409.5,4346
795,1981-11-26,409.5,4347
796,1981-11-27,411.5,4348
797,1981-11-30,414.5,4351
798,1981-12-01,402.5,4352
799,1981-12-02,406.75,4353
800,1981-12-03,416.5,4354
801,1981-12-04,426.0,4355
802,1981-12-07,416.75,4358
803,1981-12-08,415.25,4359
804,1981-12-09,410.25,4360
805,1981-12-10,405.5,4361
806,1981-12-11,409.75,4362
807,1981-12-14,417.5,4365
808,1981-12-15,413.25,4366
809,1981-12-16,416.75,4367
810,1981-12-17,416.25,4368
811,1981-12-18,415.75,4369
812,1981-12-21,410.5,4372
813,1981-12-22,399.6,4373
814,1981-12-23,400.4,4374
815,1981-12-24,400.4,4375
816,1981-12-25,400.4,4376
817,1981-12-28,400.4,4379
818,1981-12-29,395.0,4380
819,1981-12-30,397.5,4381
820,1981-12-31,397.5,4382
821,1982-01-01,397.5,4383
822,1982-01-04,395.0,4386
823,1982-01-05,403.5,4387
824,1982-01-06,401.5,4388
825,1982-01-07,396.5,4389
826,1982-01-08,400.25,4390
827,1982-01-11,388.25,4393
828,1982-01-12,389.0,4394
829,1982-01-13,380.0,4395
830,1982-01-14,374.75,4396
831,1982-01-15,379.25,4397
832,1982-01-18,373.75,4400
833,1982-01-19,375.25,4401
834,1982-01-20,371.5,4402
835,1982-01-21,376.0,4403
836,1982-01-22,377.25,4404
837,1982-01-25,372.0,4407
838,1982-01-26,376.5,4408
839,1982-01-27,381.75,4409
840,1982-01-28,383.5,4410
841,1982-01-29,387.0,4411
842,1982-02-01,379.5,4414
843,1982-02-02,379.15,4415
844,1982-02-03,378.0,4416
845,1982-02-04,383.75,4417
846,1982-02-05,384.25,4418
847,1982-02-08,379.75,4421
848,1982-02-09,378.5,4422
849,1982-02-10,382.15,4423
850,1982-02-11,380.0,4424
851,1982-02-12,377.5,4425
852,1982-02-15,375.25,4428
853,1982-02-16,375.25,4429
854,1982-02-17,374.0,4430
855,1982-02-18,369.25,4431
856,1982-02-19,369.25,4432
857,1982-02-22,364.25,4435
858,1982-02-23,361.0,4436
859,1982-02-24,362.75,4437
860,1982-02-25,366.45,4438
861,1982-02-26,362.6,4439
862,1982-03-01,361.25,4442
863,1982-03-02,361.25,4443
864,1982-03-03,353.75,4444
865,1982-03-04,346.5,4445
866,1982-03-05,342.4,4446
867,1982-03-08,330.5,4449
868,1982-03-09,329.25,4450
869,1982-03-10,333.0,4451
870,1982-03-11,331.75,4452
871,1982-03-12,323.25,4453
872,1982-03-15,312.0,4456
873,1982-03-16,324.5,4457
874,1982-03-17,316.0,4458
