,Date,Value,Days
4973,1997-12-02,295.1,10197
4974,1997-12-03,293.0,10198
4975,1997-12-04,289.35,10199
4976,1997-12-05,287.4,10200
4977,1997-12-08,287.5,10203
4978,1997-12-09,283.25,10204
4979,1997-12-10,286.3,10205
4980,1997-12-11,284.8,10206
4981,1997-12-12,283.0,10207
4982,1997-12-15,283.6,10210
4983,1997-12-16,285.5,10211
4984,1997-12-17,287.85,10212
4985,1997-12-18,290.0,10213
4986,1997-12-19,288.9,10214
4987,1997-12-22,290.45,10217
4988,1997-12-23,292.5,10218
4989,1997-12-24,292.5,10219
4990,1997-12-25,292.5,10220
4991,1997-12-26,292.5,10221
4992,1997-12-29,293.05,10224
4993,1997-12-30,290.2,10225
4994,1997-12-31,290.2,10226
4995,1998-01-01,290.2,10227
4996,1998-01-02,288.0,10228
4997,1998-01-05,284.4,10231
4998,1998-01-06,282.8,10232
4999,1998-01-07,281.6,10233
5000,1998-01-08,281.65,10234
5001,1998-01-09,278.7,10235
5002,1998-01-12,278.9,10238
5003,1998-01-13,279.5,10239
5004,1998-01-14,282.5,10240
5005,1998-01-15,282.5,10241
5006,1998-01-16,290.0,10242
5007,1998-01-19,287.25,10245
5008,1998-01-20,288.4,10246
5009,1998-01-21,291.0,10247
5010,1998-01-22,293.8,10248
5011,1998-01-23,291.0,10249
5012,1998-01-26,302.75,10252
5013,1998-01-27,298.9,10253
5014,1998-01-28,300.0,10254
5015,1998-01-29,302.5,10255
5016,1998-01-30,304.85,10256
5017,1998-02-02,301.5,10259
5018,1998-02-03,298.35,10260
5019,1998-02-04,298.15,10261
5020,1998-02-05,298.5,10262
5021,1998-02-06,299.1,10263
5022,1998-02-09,300.6,10266
5023,1998-02-10,299.5,10267
5024,1998-02-11,298.45,10268
5025,1998-02-12,299.45,10269
5026,1998-02-13,299.15,10270
5027,1998-02-16,298.2,10273
5028,1998-02-17,299.3,10274
5029,1998-02-18,298.15,10275
5030,1998-02-19,298.0,10276
5031,1998-02-20,296.7,10277
5032,1998-02-23,292.7,10280
5033,1998-02-24,291.4,10281
5034,1998-02-25,292.25,10282
5035,1998-02-26,293.0,10283
5036,1998-02-27,297.4,10284
5037,1998-03-02,298.35,10287
5038,1998-03-03,297.0,10288
5039,1998-03-04,296.75,10289
5040,1998-03-05,293.7,10290
5041,1998-03-06,294.9,10291
5042,1998-03-09,293.85,10294
5043,1998-03-10,294.4,10295
5044,1998-03-11,294.1,10296
5045,1998-03-12,293.85,10297
5046,1998-03-13,294.55,10298
5047,1998-03-16,294.2,10301
5048,1998-03-17,293.8,10302
5049,1998-03-18,290.4,10303
5050,1998-03-19,291.5,10304
5051,1998-03-20,292.4,10305
5052,1998-03-23,293.0,10308
5053,1998-03-24,300.3,10309
5054,1998-03-25,299.25,10310
5055,1998-03-26,299.6,10311
5056,1998-03-27,301.95,10312
5057,1998-03-30,301.85,10315
5058,1998-03-31,301.0,10316
5059,1998-04-01,301.0,10317
5060,1998-04-02,300.3,10318
5061,1998-04-03,306.0,10319
5062,1998-04-06,310.6,10322
5063,1998-04-07,309.2,10323
5064,1998-04-08,308.8,10324
5065,1998-04-09,307.65,10325
5066,1998-04-10,307.65,10326
5067,1998-04-13,307.65,10329
5068,1998-04-14,309.5,10330
5069,1998-04-15,307.2,10331
5070,1998-04-16,306.3,10332
5071,1998-04-17,308.45,10333
5072,1998-04-20,307.45,10336
5073,1998-04-21,307.5,10337
5074,1998-04-22,312.8,10338
5075,1998-04-23,312.75,10339
5076,1998-04-24,313.15,10340
5077,1998-04-27,309.65,10343
5078,1998-04-28,308.45,10344
5079,1998-04-29,308.25,10345
5080,1998-04-30,310.7,10346
5081,1998-05-01,306.9,10347
5082,1998-05-04,306.9,10350
5083,1998-05-05,303.8,10351
5084,1998-05-06,301.0,10352
5085,1998-05-07,298.1,10353
5086,1998-05-08,300.4,10354
5087,1998-05-11,298.9,10357
5088,1998-05-12,299.35,10358
5089,1998-05-13,299.1,10359
5090,1998-05-14,296.15,10360
5091,1998-05-15,300.9,10361
5092,1998-05-18,300.3,10364
5093,1998-05-19,299.7,10365
5094,1998-05-20,299.6,10366
5095,1998-05-21,300.6,10367
5096,1998-05-22,299.8,10368
5097,1998-05-25,299.8,10371
5098,1998-05-26,297.95,10372
5099,1998-05-27,292.75,10373
5100,1998-05-28,294.0,10374
5101,1998-05-29,293.6,10375
5102,1998-06-01,288.75,10378
5103,1998-06-02,291.45,10379
5104,1998-06-03,292.4,10380
5105,1998-06-04,292.8,10381
5106,1998-06-05,290.7,10382
5107,1998-06-08,291.7,10385
5108,1998-06-09,297.6,10386
5109,1998-06-10,293.0,10387
5110,1998-06-11,290.3,10388
5111,1998-06-12,288.15,10389
5112,1998-06-15,285.85,10392
5113,1998-06-16,287.0,10393
5114,1998-06-17,290.9,10394
5115,1998-06-18,292.45,10395
5116,1998-06-19,297.75,10396
5117,1998-06-22,295.15,10399
5118,1998-06-23,294.45,10400
5119,1998-06-24,293.85,10401
5120,1998-06-25,293.15,10402
5121,1998-06-26,293.65,10403
5122,1998-06-29,293.65,10406
5123,1998-06-30,296.3,10407
5124,1998-07-01,296.8,10408
5125,1998-07-02,294.05,10409
5126,1998-07-03,294.6,10410
5127,1998-07-06,293.25,10413
5128,1998-07-07,293.75,10414
5129,1998-07-08,292.0,10415
5130,1998-07-09,291.8,10416
5131,1998-07-10,290.6,10417
5132,1998-07-13,291.5,10420
5133,1998-07-14,293.35,10421
5134,1998-07-15,293.15,10422
5135,1998-07-16,294.95,10423
5136,1998-07-17,293.8,10424
5137,1998-07-20,294.85,10427
5138,1998-07-21,294.9,10428
5139,1998-07-22,293.95,10429
5140,1998-07-23,293.3,10430
5141,1998-07-24,294.6,10431
5142,1998-07-27,290.65,10434
5143,1998-07-28,290.6,10435
5144,1998-07-29,290.75,10436
5145,1998-07-30,290.0,10437
5146,1998-07-31,288.85,10438
5147,1998-08-03,286.15,10441
5148,1998-08-04,286.1,10442
5149,1998-08-05,287.9,10443
5150,1998-08-06,287.8,10444
5151,1998-08-07,285.7,10445
5152,1998-08-10,285.6,10448
5153,1998-08-11,284.8,10449
5154,1998-08-12,285.05,10450
5155,1998-08-13,283.4,10451
5156,1998-08-14,284.4,10452
5157,1998-08-17,284.15,10455
5158,1998-08-18,284.25,10456
5159,1998-08-19,285.5,10457
5160,1998-08-20,285.3,10458
5161,1998-08-21,283.5,10459
5162,1998-08-24,284.5,10462
5163,1998-08-25,283.05,10463
5164,1998-08-26,283.15,10464
5165,1998-08-27,278.5,10465
5166,1998-08-28,273.4,10466
5167,1998-08-31,273.4,10469
5168,1998-09-01,279.0,10470
5169,1998-09-02,280.15,10471
5170,1998-09-03,279.15,10472
5171,1998-09-04,285.0,10473
5172,1998-09-07,288.25,10476
5173,1998-09-08,285.4,10477
5174,1998-09-09,283.45,10478
5175,1998-09-10,290.5,10479
5176,1998-09-11,293.35,10480
5177,1998-09-14,290.2,10483
5178,1998-09-15,290.65,10484
5179,1998-09-16,288.25,10485
5180,1998-09-17,290.5,10486
5181,1998-09-18,290.1,10487
5182,1998-09-21,292.95,10490
5183,1998-09-22,288.9,10491
5184,1998-09-23,288.9,10492
5185,1998-09-24,292.7,10493
5186,1998-09-25,298.1,10494
5187,1998-09-28,292.25,10497
5188,1998-09-29,296.0,10498
5189,1998-09-30,293.85,10499
5190,1998-10-01,297.6,10500
5191,1998-10-02,300.8,10501
5192,1998-10-05,298.75,10504
5193,1998-10-06,294.65,10505
5194,1998-10-07,298.0,10506
5195,1998-10-08,300.25,10507
5196,1998-10-09,298.7,10508
5197,1998-10-12,296.45,10511
5198,1998-10-13,295.55,10512
5199,1998-10-14,295.3,10513
5200,1998-10-15,298.15,10514
5201,1998-10-16,297.95,10515
5202,1998-10-19,298.55,10518
5203,1998-10-20,295.4,10519
5204,1998-10-21,295.25,10520
5205,1998-10-22,292.9,10521
5206,1998-10-23,292.25,10522
5207,1998-10-26,291.45,10525
5208,1998-10-27,293.0,10526
5209,1998-10-28,293.15,10527
5210,1998-10-29,294.0,10528
5211,1998-10-30,292.3,10529
5212,1998-11-02,292.7,10532
5213,1998-11-03,288.6,10533
5214,1998-11-04,289.4,10534
5215,1998-11-05,290.6,10535
5216,1998-11-06,293.3,10536
5217,1998-11-09,292.05,10539
5218,1998-11-10,292.25,10540
5219,1998-11-11,293.5,10541
5220,1998-11-12,294.45,10542
5221,1998-11-13,297.1,10543
5222,1998-11-16,294.85,10546
5223,1998-11-17,293.8,10547
5224,1998-11-18,296.5,10548
5225,1998-11-19,296.35,10549
5226,1998-11-20,295.6,10550
5227,1998-11-23,295.5,10553
5228,1998-11-24,296.45,10554
5229,1998-11-25,296.3,10555
5230,1998-11-26,296.4,10556
5231,1998-11-27,296.15,10557
5232,1998-11-30,294.7,10560
5233,1998-12-01,293.3,10561
5234,1998-12-02,294.15,10562
5235,1998-12-03,292.85,10563
5236,1998-12-04,292.3,10564
5237,1998-12-07,295.55,10567
5238,1998-12-08,294.4,10568
5239,1998-12-09,294.2,10569
5240,1998-12-10,293.95,10570
5241,1998-12-11,290.8,10571
5242,1998-12-14,291.4,10574
5243,1998-12-15,292.55,10575
5244,1998-12-16,294.1,10576
5245,1998-12-17,293.3,10577
5246,1998-12-18,291.6,10578
5247,1998-12-21,289.65,10581
5248,1998-12-22,287.25,10582
5249,1998-12-23,285.8,10583
5250,1998-12-24,285.8,10584
5251,1998-12-25,285.8,10585
5252,1998-12-28,285.8,10588
5253,1998-12-29,286.95,10589
5254,1998-12-30,287.8,10590
5255,1998-12-31,287.8,10591
5256,1999-01-01,287.8,10592
5257,1999-01-04,287.15,10595
5258,1999-01-05,287.15,10596
5259,1999-01-06,287.65,10597
5260,1999-01-07,289.95,10598
5261,1999-01-08,290.9,10599
5262,1999-01-11,291.15,10602
5263,1999-01-12,289.8,10603
5264,1999-01-13,285.45,10604
5265,1999-01-14,285.65,10605
5266,1999-01-15,285.95,10606
5267,1999-01-18,286.75,10609
5268,1999-01-19,286.5,10610
5269,1999-01-20,286.0,10611
5270,1999-01-21,287.75,10612
5271,1999-01-22,287.0,10613
5272,1999-01-25,287.7,10616
5273,1999-01-26,287.1,10617
5274,1999-01-27,283.8,10618
5275,1999-01-28,283.55,10619
5276,1999-01-29,285.4,10620
5277,1999-02-01,286.9,10623
5278,1999-02-02,288.55,10624
5279,1999-02-03,286.85,10625
5280,1999-02-04,287.25,10626
5281,1999-02-05,289.4,10627
5282,1999-02-08,288.85,10630
5283,1999-02-09,287.0,10631
5284,1999-02-10,288.2,10632
5285,1999-02-11,287.3,10633
5286,1999-02-12,289.15,10634
5287,1999-02-15,289.2,10637
5288,1999-02-16,285.3,10638
5289,1999-02-17,285.75,10639
5290,1999-02-18,285.7,10640
5291,1999-02-19,286.35,10641
5292,1999-02-22,287.2,10644
5293,1999-02-23,286.7,10645
5294,1999-02-24,287.4,10646
5295,1999-02-25,286.45,10647
5296,1999-02-26,287.05,10648
5297,1999-03-01,286.7,10651
5298,1999-03-02,288.25,10652
5299,1999-03-03,285.95,10653
5300,1999-03-04,287.7,10654
5301,1999-03-05,287.9,10655
5302,1999-03-08,289.5,10658
5303,1999-03-09,292.95,10659
5304,1999-03-10,291.8,10660
5305,1999-03-11,294.0,10661
5306,1999-03-12,292.5,10662
5307,1999-03-15,289.7,10665
5308,1999-03-16,283.0,10666
5309,1999-03-17,284.7,10667
5310,1999-03-18,283.7,10668
5311,1999-03-19,283.7,10669
5312,1999-03-22,284.3,10672
5313,1999-03-23,284.1,10673
5314,1999-03-24,284.25,10674
5315,1999-03-25,283.4,10675
5316,1999-03-26,279.8,10676
5317,1999-03-29,280.15,10679
5318,1999-03-30,279.6,10680
5319,1999-03-31,279.45,10681
5320,1999-04-01,280.55,10682
5321,1999-04-02,280.55,10683
5322,1999-04-05,280.55,10686
5323,1999-04-06,278.5,10687
5324,1999-04-07,280.15,10688
5325,1999-04-08,281.0,10689
5326,1999-04-09,280.6,10690
5327,1999-04-12,283.2,10693
5328,1999-04-13,283.45,10694
5329,1999-04-14,283.4,10695
5330,1999-04-15,283.65,10696
5331,1999-04-16,284.2,10697
5332,1999-04-19,284.2,10700
5333,1999-04-20,284.35,10701
5334,1999-04-21,283.25,10702
5335,1999-04-22,283.4,10703
5336,1999-04-23,283.3,10704
5337,1999-04-26,281.5,10707
5338,1999-04-27,281.05,10708
5339,1999-04-28,283.0,10709
5340,1999-04-29,283.0,10710
5341,1999-04-30,286.6,10711
5342,1999-05-03,286.6,10714
5343,1999-05-04,285.3,10715
5344,1999-05-05,286.0,10716
5345,1999-05-06,287.95,10717
5346,1999-05-07,282.4,10718
5347,1999-05-10,278.0,10721
5348,1999-05-11,279.45,10722
5349,1999-05-12,277.55,10723
5350,1999-05-13,277.85,10724
5351,1999-05-14,276.0,10725
5352,1999-05-17,276.1,10728
5353,1999-05-18,275.05,10729
5354,1999-05-19,272.5,10730
5355,1999-05-20,274.0,10731
5356,1999-05-21,273.3,10732
5357,1999-05-24,272.2,10735
5358,1999-05-25,271.7,10736
5359,1999-05-26,269.5,10737
5360,1999-05-27,268.95,10738
5361,1999-05-28,268.6,10739
5362,1999-05-31,268.6,10742
5363,1999-06-01,266.85,10743
5364,1999-06-02,267.15,10744
5365,1999-06-03,264.75,10745
5366,1999-06-04,265.3,10746
5367,1999-06-07,265.6,10749
5368,1999-06-08,262.35,10750
5369,1999-06-09,261.3,10751
5370,1999-06-10,258.6,10752
5371,1999-06-11,259.7,10753
5372,1999-06-14,260.35,10756
5373,1999-06-15,260.0,10757
5374,1999-06-16,258.7,10758
5375,1999-06-17,258.15,10759
5376,1999-06-18,258.95,10760
5377,1999-06-21,259.3,10763
5378,1999-06-22,258.55,10764
5379,1999-06-23,259.15,10765
5380,1999-06-24,260.15,10766
5381,1999-06-25,260.7,10767
5382,1999-06-28,260.3,10770
5383,1999-06-29,262.0,10771
5384,1999-06-30,261.0,10772
5385,1999-07-01,262.6,10773
5386,1999-07-02,263.1,10774
5387,1999-07-05,261.8,10777
5388,1999-07-06,257.6,10778
5389,1999-07-07,257.1,10779
5390,1999-07-08,257.2,10780
5391,1999-07-09,257.3,10781
5392,1999-07-12,256.0,10784
5393,1999-07-13,254.65,10785
5394,1999-07-14,255.25,10786
5395,1999-07-15,253.3,10787
5396,1999-07-16,255.65,10788
5397,1999-07-19,253.95,10791
5398,1999-07-20,252.8,10792
5399,1999-07-21,254.5,10793
5400,1999-07-22,253.95,10794
5401,1999-07-23,255.3,10795
5402,1999-07-26,253.5,10798
5403,1999-07-27,254.6,10799
5404,1999-07-28,254.1,10800
5405,1999-07-29,253.9,10801
5406,1999-07-30,255.6,10802
5407,1999-08-02,255.35,10805
5408,1999-08-03,256.0,10806
5409,1999-08-04,255.85,10807
5410,1999-08-05,256.0,10808
5411,1999-08-06,255.75,10809
5412,1999-08-09,256.5,10812
5413,1999-08-10,256.5,10813
5414,1999-08-11,257.75,10814
5415,1999-08-12,260.3,10815
5416,1999-08-13,260.45,10816
5417,1999-08-16,259.0,10819
5418,1999-08-17,259.65,10820
5419,1999-08-18,261.3,10821
5420,1999-08-19,258.0,10822
5421,1999-08-20,258.25,10823
5422,1999-08-23,255.9,10826
5423,1999-08-24,253.4,10827
5424,1999-08-25,252.85,10828
5425,1999-08-26,253.15,10829
5426,1999-08-27,253.8,10830
5427,1999-08-30,253.8,10833
5428,1999-08-31,254.8,10834
5429,1999-09-01,254.7,10835
5430,1999-09-02,254.2,10836
5431,1999-09-03,254.4,10837
5432,1999-09-06,254.6,10840
5433,1999-09-07,255.6,10841
5434,1999-09-08,256.15,10842
5435,1999-09-09,256.9,10843
5436,1999-09-10,256.0,10844
5437,1999-09-13,256.3,10847
5438,1999-09-14,256.75,10848
5439,1999-09-15,257.15,10849
5440,1999-09-16,255.9,10850
5441,1999-09-17,255.1,10851
5442,1999-09-20,255.4,10854
5443,1999-09-21,258.85,10855
5444,1999-09-22,263.4,10856
5445,1999-09-23,264.35,10857
5446,1999-09-24,270.0,10858
5447,1999-09-27,281.1,10861
5448,1999-09-28,301.5,10862
5449,1999-09-29,307.0,10863
5450,1999-09-30,299.0,10864
5451,1999-10-01,307.5,10865
5452,1999-10-04,312.75,10868
5453,1999-10-05,325.5,10869
5454,1999-10-06,318.25,10870
5455,1999-10-07,323.5,10871
5456,1999-10-08,323.25,10872
5457,1999-10-11,317.75,10875
5458,1999-10-12,320.25,10876
5459,1999-10-13,321.75,10877
5460,1999-10-14,321.0,10878
5461,1999-10-15,315.75,10879
5462,1999-10-18,311.75,10882
5463,1999-10-19,309.5,10883
5464,1999-10-20,307.0,10884
5465,1999-10-21,302.85,10885
5466,1999-10-22,302.4,10886
5467,1999-10-25,302.0,10889
5468,1999-10-26,296.4,10890
5469,1999-10-27,290.6,10891
5470,1999-10-28,296.25,10892
5471,1999-10-29,299.1,10893
5472,1999-11-01,291.35,10896
5473,1999-11-02,290.75,10897
5474,1999-11-03,291.0,10898
5475,1999-11-04,290.6,10899
5476,1999-11-05,289.7,10900
5477,1999-11-08,288.25,10903
5478,1999-11-09,290.75,10904
5479,1999-11-10,295.75,10905
5480,1999-11-11,296.0,10906
5481,1999-11-12,291.25,10907
5482,1999-11-15,290.9,10910
5483,1999-11-16,294.25,10911
5484,1999-11-17,293.65,10912
5485,1999-11-18,293.6,10913
5486,1999-11-19,293.75,10914
5487,1999-11-22,294.9,10917
5488,1999-11-23,297.25,10918
5489,1999-11-24,297.5,10919
5490,1999-11-25,298.4,10920
5491,1999-11-26,296.85,10921
5492,1999-11-29,292.25,10924
5493,1999-11-30,291.35,10925
5494,1999-12-01,289.15,10926
5495,1999-12-02,286.0,10927
5496,1999-12-03,282.75,10928
5497,1999-12-06,276.1,10931
5498,1999-12-07,279.25,10932
5499,1999-12-08,280.95,10933
5500,1999-12-09,279.0,10934
5501,1999-12-10,280.65,10935
5502,1999-12-13,279.5,10938
5503,1999-12-14,279.25,10939
5504,1999-12-15,280.05,10940
5505,1999-12-16,280.3,10941
5506,1999-12-17,284.15,10942
5507,1999-12-20,284.25,10945
5508,1999-12-21,282.75,10946
5509,1999-12-22,285.75,10947
5510,1999-12-23,287.3,10948
5511,1999-12-24,287.3,10949
5512,1999-12-27,287.3,10952
5513,1999-12-28,287.3,10953
5514,1999-12-29,290.9,10954
5515,1999-12-30,290.25,10955
5516,1999-12-31,290.25,10956
5517,2000-01-03,290.25,10959
5518,2000-01-04,281.5,10960
5519,2000-01-05,280.45,10961
5520,2000-01-06,279.4,10962
5521,2000-01-07,282.1,10963
5522,2000-01-10,281.6,10966
5523,2000-01-11,282.25,10967
5524,2000-01-12,282.25,10968
5525,2000-01-13,282.1,10969
5526,2000-01-14,283.3,10970
5527,2000-01-17,285.35,10973
5528,2000-01-18,285.8,10974
5529,2000-01-19,287.65,10975
5530,2000-01-20,288.1,10976
5531,2000-01-21,287.75,10977
5532,2000-01-24,287.2,10980
5533,2000-01-25,288.0,10981
5534,2000-01-26,285.9,10982
5535,2000-01-27,285.55,10983
5536,2000-01-28,286.75,10984
5537,2000-01-31,283.3,10987
5538,2000-02-01,283.0,10988
5539,2000-02-02,285.6,10989
5540,2000-02-03,285.05,10990
5541,2000-02-04,293.65,10991
5542,2000-02-07,312.7,10994
5543,2000-02-08,296.25,10995
5544,2000-02-09,308.6,10996
5545,2000-02-10,309.0,10997
5546,2000-02-11,311.5,10998
5547,2000-02-14,308.35,11001
5548,2000-02-15,304.25,11002
5549,2000-02-16,302.5,11003
5550,2000-02-17,304.75,11004
5551,2000-02-18,303.55,11005
5552,2000-02-21,305.25,11008
5553,2000-02-22,302.25,11009
5554,2000-02-23,302.0,11010
5555,2000-02-24,298.75,11011
5556,2000-02-25,294.0,11012
5557,2000-02-28,292.5,11015
5558,2000-02-29,293.65,11016
5559,2000-03-01,292.9,11017
5560,2000-03-02,289.9,11018
5561,2000-03-03,288.5,11019
5562,2000-03-06,288.8,11022
5563,2000-03-07,289.75,11023
5564,2000-03-08,291.2,11024
5565,2000-03-09,290.5,11025
5566,2000-03-10,290.25,11026
5567,2000-03-13,290.65,11029
5568,2000-03-14,288.75,11030
5569,2000-03-15,289.15,11031
5570,2000-03-16,287.35,11032
5571,2000-03-17,283.9,11033
5572,2000-03-20,285.75,11036
5573,2000-03-21,285.15,11037
5574,2000-03-22,287.8,11038
5575,2000-03-23,284.75,11039
5576,2000-03-24,284.85,11040
5577,2000-03-27,284.15,11043
5578,2000-03-28,280.65,11044
5579,2000-03-29,279.75,11045
5580,2000-03-30,275.75,11046
5581,2000-03-31,276.75,11047
5582,2000-04-03,277.5,11050
5583,2000-04-04,276.85,11051
5584,2000-04-05,281.3,11052
5585,2000-04-06,279.35,11053
5586,2000-04-07,280.15,11054
5587,2000-04-10,282.25,11057
5588,2000-04-11,282.5,11058
5589,2000-04-12,280.4,11059
5590,2000-04-13,281.4,11060
5591,2000-04-14,282.0,11061
5592,2000-04-17,281.75,11064
5593,2000-04-18,281.1,11065
5594,2000-04-19,281.35,11066
5595,2000-04-20,279.85,11067
5596,2000-04-21,279.85,11068
5597,2000-04-24,279.85,11071
5598,2000-04-25,279.5,11072
5599,2000-04-26,276.2,11073
5600,2000-04-27,276.0,11074
5601,2000-04-28,275.05,11075
5602,2000-05-01,275.05,11078
5603,2000-05-02,275.45,11079
5604,2000-05-03,275.6,11080
5605,2000-05-04,280.0,11081
5606,2000-05-05,280.75,11082
5607,2000-05-08,277.9,11085
5608,2000-05-09,276.3,11086
5609,2000-05-10,277.6,11087
5610,2000-05-11,276.75,11088
5611,2000-05-12,276.65,11089
5612,2000-05-15,275.05,11092
5613,2000-05-16,276.0,11093
5614,2000-05-17,273.1,11094
5615,2000-05-18,272.8,11095
5616,2000-05-19,273.15,11096
5617,2000-05-22,274.0,11099
5618,2000-05-23,274.05,11100
5619,2000-05-24,273.7,11101
5620,2000-05-25,273.35,11102
5621,2000-05-26,271.3,11103
5622,2000-05-29,271.3,11106
5623,2000-05-30,273.15,11107
5624,2000-05-31,272.25,11108
5625,2000-06-01,272.5,11109
5626,2000-06-02,281.6,11110
5627,2000-06-05,283.25,11113
5628,2000-06-06,288.4,11114
5629,2000-06-07,284.1,11115
5630,2000-06-08,285.75,11116
5631,2000-06-09,284.4,11117
5632,2000-06-12,284.6,11120
5633,2000-06-13,291.5,11121
5634,2000-06-14,287.15,11122
5635,2000-06-15,287.4,11123
5636,2000-06-16,290.1,11124
5637,2000-06-19,285.9,11127
5638,2000-06-20,286.2,11128
5639,2000-06-21,286.05,11129
5640,2000-06-22,287.65,11130
5641,2000-06-23,285.8,11131
5642,2000-06-26,284.05,11134
5643,2000-06-27,283.8,11135
5644,2000-06-28,288.0,11136
5645,2000-06-29,289.75,11137
5646,2000-06-30,288.15,11138
5647,2000-07-03,287.65,11141
5648,2000-07-04,286.5,11142
5649,2000-07-05,286.85,11143
5650,2000-07-06,284.9,11144
5651,2000-07-07,282.85,11145
5652,2000-07-10,284.1,11148
5653,2000-07-11,282.85,11149
5654,2000-07-12,279.95,11150
5655,2000-07-13,280.8,11151
5656,2000-07-14,280.25,11152
5657,2000-07-17,282.45,11155
5658,2000-07-18,282.75,11156
5659,2000-07-19,279.2,11157
5660,2000-07-20,279.35,11158
5661,2000-07-21,279.3,11159
5662,2000-07-24,279.75,11162
5663,2000-07-25,279.7,11163
5664,2000-07-26,279.4,11164
5665,2000-07-27,279.85,11165
5666,2000-07-28,278.1,11166
5667,2000-07-31,276.75,11169
5668,2000-08-01,277.6,11170
5669,2000-08-02,277.6,11171
5670,2000-08-03,275.5,11172
5671,2000-08-04,273.95,11173
5672,2000-08-07,273.2,11176
5673,2000-08-08,273.1,11177
5674,2000-08-09,272.0,11178
5675,2000-08-10,272.2,11179
5676,2000-08-11,272.7,11180
5677,2000-08-14,275.45,11183
5678,2000-08-15,274.15,11184
5679,2000-08-16,276.35,11185
5680,2000-08-17,277.2,11186
5681,2000-08-18,275.6,11187
5682,2000-08-21,274.6,11190
5683,2000-08-22,273.4,11191
5684,2000-08-23,273.15,11192
5685,2000-08-24,272.6,11193
5686,2000-08-25,273.65,11194
5687,2000-08-28,273.65,11197
5688,2000-08-29,274.0,11198
5689,2000-08-30,273.3,11199
5690,2000-08-31,277.0,11200
5691,2000-09-01,277.0,11201
5692,2000-09-04,276.65,11204
5693,2000-09-05,275.0,11205
5694,2000-09-06,274.15,11206
5695,2000-09-07,272.7,11207
5696,2000-09-08,272.75,11208
5697,2000-09-11,272.55,11211
5698,2000-09-12,274.65,11212
5699,2000-09-13,272.5,11213
5700,2000-09-14,273.1,11214
5701,2000-09-15,272.6,11215
5702,2000-09-18,273.0,11218
5703,2000-09-19,271.85,11219
5704,2000-09-20,271.4,11220
5705,2000-09-21,269.5,11221
5706,2000-09-22,273.95,11222
5707,2000-09-25,272.85,11225
5708,2000-09-26,274.85,11226
5709,2000-09-27,276.15,11227
5710,2000-09-28,276.4,11228
5711,2000-09-29,273.65,11229
5712,2000-10-02,273.1,11232
5713,2000-10-03,272.1,11233
5714,2000-10-04,271.35,11234
5715,2000-10-05,270.4,11235
5716,2000-10-06,270.0,11236
5717,2000-10-09,270.0,11239
5718,2000-10-10,270.5,11240
5719,2000-10-11,272.75,11241
5720,2000-10-12,274.0,11242
5721,2000-10-13,273.25,11243
5722,2000-10-16,271.6,11246
5723,2000-10-17,270.25,11247
5724,2000-10-18,272.0,11248
5725,2000-10-19,270.3,11249
5726,2000-10-20,270.45,11250
5727,2000-10-23,271.45,11253
5728,2000-10-24,270.2,11254
5729,2000-10-25,266.8,11255
5730,2000-10-26,266.4,11256
5731,2000-10-27,263.8,11257
5732,2000-10-30,264.75,11260
5733,2000-10-31,264.5,11261
5734,2000-11-01,265.5,11262
5735,2000-11-02,264.85,11263
5736,2000-11-03,264.65,11264
5737,2000-11-06,265.7,11267
5738,2000-11-07,265.5,11268
5739,2000-11-08,264.1,11269
5740,2000-11-09,264.65,11270
5741,2000-11-10,264.85,11271
5742,2000-11-13,264.85,11274
5743,2000-11-14,264.95,11275
5744,2000-11-15,264.6,11276
5745,2000-11-16,266.7,11277
5746,2000-11-17,265.25,11278
5747,2000-11-20,266.15,11281
5748,2000-11-21,266.15,11282
5749,2000-11-22,266.15,11283
5750,2000-11-23,265.7,11284
5751,2000-11-24,265.55,11285
5752,2000-11-27,268.15,11288
5753,2000-11-28,269.95,11289
5754,2000-11-29,269.1,11290
5755,2000-11-30,269.1,11291
5756,2000-12-01,269.2,11292
5757,2000-12-04,270.7,11295
5758,2000-12-05,270.8,11296
5759,2000-12-06,271.6,11297
5760,2000-12-07,273.9,11298
5761,2000-12-08,272.95,11299
5762,2000-12-11,270.7,11302
5763,2000-12-12,270.75,11303
5764,2000-12-13,269.6,11304
5765,2000-12-14,269.3,11305
5766,2000-12-15,270.35,11306
5767,2000-12-18,270.2,11309
5768,2000-12-19,269.55,11310
5769,2000-12-20,272.45,11311
5770,2000-12-21,273.1,11312
5771,2000-12-22,273.1,11313
5772,2000-12-25,273.1,11316
5773,2000-12-26,273.1,11317
5774,2000-12-27,275.05,11318
5775,2000-12-28,274.45,11319
5776,2000-12-29,274.45,11320
5777,2001-01-01,274.45,11323
5778,2001-01-02,271.1,11324
5779,2001-01-03,267.15,11325
5780,2001-01-04,267.1,11326
5781,2001-01-05,267.4,11327
5782,2001-01-08,268.3,11330
5783,2001-01-09,267.0,11331
5784,2001-01-10,266.3,11332
5785,2001-01-11,264.15,11333
5786,2001-01-12,263.7,11334
5787,2001-01-15,263.5,11337
5788,2001-01-16,264.45,11338
5789,2001-01-17,263.5,11339
5790,2001-01-18,264.9,11340
5791,2001-01-19,264.9,11341
5792,2001-01-22,266.15,11344
5793,2001-01-23,266.1,11345
5794,2001-01-24,264.25,11346
